ID;COURSESUBJECT;GRADEVALUE;YEARINCOURSE;SEMESTERINCOURSE;CREDITSINCOURSE
EVA-3382133;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;27;2018;1;4
EVA-3382133;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;5;2018;1;4
EVA-3382133;LABORATÓRIO DE PROGRAMAÇÃO;0;2018;1;2
EVA-3382133;CÁLCULO I;0;2018;3;4
EVA-3382133;LABORATÓRIO DE PROGRAMAÇÃO;RI;2018;3;2
EVA-3382133;ALGORITMOS;RI;2018;3;4
EVA-3382133;ALGORITMOS;RI;2017;1;4
EVA-3382133;LABORATÓRIO DE PROGRAMAÇÃO;RI;2017;1;2
EVA-3382136;LABORATÓRIO DE PROGRAMAÇÃO;11  ;2015;3;2
EVA-3382136;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;14  ;2015;3;4
EVA-3382136;FUNDAMENTOS DE DESENVOLVIMENTO WEB;90  ;2015;3;4
EVA-3382136;ALGORITMOS;11  ;2015;3;4
EVA-3382136;CÁLCULO I;16  ;2015;3;4
EVA-3382136;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI  ;2015;3;4
EVA-3382136;ALGORITMOS;RI;2016;1;4
EVA-3382136;ORGANIZAÇÃO DE COMPUTADORES;TM;2016;1;4
EVA-3382136;CÁLCULO I;RI;2016;1;4
EVA-3382136;PRINCÍPIOS DE ADMINISTRAÇÃO I;TM;2016;1;4
EVA-3382136;ASPECTOS LEGAIS DA INFORMÁTICA;35;2016;1;4
EVA-3382136;LABORATÓRIO DE PROGRAMAÇÃO;20;2016;1;2
EVA-3382136;CONTABILIDADE GERAL E INTRODUTORIA;RI;2016;3;4
EVA-3382136;ASPECTOS LEGAIS DA INFORMÁTICA;39;2016;3;4
EVA-3382136;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2016;3;4
EVA-3382136;INFORMÁTICA E SOCIEDADE;78;2016;3;2
EVA-3382136;INFORMÁTICA NA EDUCAÇÃO;45;2016;3;4
EVA-3382136;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2017;1;4
EVA-3382136;CÁLCULO I;RI;2017;1;4
EVA-3382136;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI;2016;3;4
EVA-3578696;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;87;2018;3;4
EVA-3578696;INFORMÁTICA E SOCIEDADE;84;2018;3;2
EVA-3578696;CÁLCULO I;63;2017;3;4
EVA-3578696;ALGORITMOS;68;2017;3;4
EVA-3578696;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;79;2017;3;4
EVA-3578696;LABORATÓRIO DE PROGRAMAÇÃO;68;2017;3;2
EVA-3578696;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;8;2017;3;4
EVA-3578696;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;51;2017;3;4
EVA-3578696;PRINCÍPIOS DE ADMINISTRAÇÃO I;TM;2019;1;4
EVA-3578696;ESTRUTURA DE DADOS;TM;2019;1;4
EVA-3578696;LABORATÓRIO DE PROGRAMAÇÃO II;TM;2019;1;2
EVA-3578696;LABORATÓRIO DE PROGRAMAÇÃO WEB;TM;2019;1;2
EVA-3578696;ASPECTOS LEGAIS DA INFORMÁTICA;TM;2019;1;4
EVA-3793100;REDES DE COMPUTADORES;85;2021;1;4
EVA-3793100;CONTABILIDADE GERAL E INTRODUTORIA;RI;2021;3;4
EVA-3793100;EMPREENDIMENTOS EM INFORMATICA;87;2021;1;4
EVA-3793100;ENGENHARIA DE SOFTWARE;63;2021;3;4
EVA-3793100;LABORATÓRIO DE PROGRAMAÇÃO PARA DISPOSITIVOS MÓVEIS;TM;2022;1;2
EVA-3793100;SEGURANÇA E AUDITORIA DE SISTEMAS;TM;2022;1;4
EVA-3793100;INTERAÇÃO HUMANO-COMPUTADOR;TM;2022;1;4
EVA-3793100;AVALIAÇÃO DE SOFTWARE EDUCACIONAL;TM;2022;1;2
EVA-3793100;CONTABILIDADE GERAL E INTRODUTORIA;TM;2022;1;4
EVA-3793100;RECUPERAÇÃO DA INFORMAÇÃO;RI;2021;3;4
EVA-3793100;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;82;2021;3;4
EVA-3793100;CÁLCULO DE PROBABILIDADES I;73;2021;3;4
EVA-3793100;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;60;2018;3;4
EVA-3793100;ALGORITMOS;84;2018;3;4
EVA-3793100;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;77;2018;3;4
EVA-3793100;CÁLCULO I;65;2018;3;4
EVA-3793100;LABORATÓRIO DE PROGRAMAÇÃO;84;2018;3;2
EVA-3793100;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;28;2018;3;4
EVA-3793100;PRINCÍPIOS DE ADMINISTRAÇÃO I;93;2019;1;4
EVA-3793100;ESTRUTURA DE DADOS;64;2019;1;4
EVA-3793100;LABORATÓRIO DE PROGRAMAÇÃO II;64;2019;1;2
EVA-3793100;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;33;2019;3;4
EVA-3793100;INFORMÁTICA E SOCIEDADE;83;2019;3;2
EVA-3793100;CONTABILIDADE GERAL E INTRODUTORIA;46;2019;3;4
EVA-3793100;TEORIA DOS GRAFOS;56;2019;3;4
EVA-3793100;LABORATÓRIO DE PROGRAMAÇÃO WEB;74;2019;1;2
EVA-3793100;ASPECTOS LEGAIS DA INFORMÁTICA;52;2019;1;4
EVA-3793100;CIRCUITOS DIGITAIS;65;2019;3;4
EVA-3793100;ORIENTAÇÃO A OBJETOS;70;2019;3;4
EVA-3793100;SISTEMAS OPERACIONAIS;80;2020;3;4
EVA-3793100;ASPECTOS LEGAIS DA INFORMÁTICA;86;2020;1;4
EVA-3793100;BANCO DE DADOS;86;2021;1;4
EVA-3793100;TEORIA DOS GRAFOS;72;2020;1;4
EVA-3793100;ESTRUTURA DE DADOS II;97;2020;1;4
EVA-3793100;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;96;2020;1;4
EVA-3793100;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;88;2020;3;4
EVA-3793100;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;66;2020;1;4
EVA-3793100;ECONOMIA;RI;2021;1;4
EVA-3793100;PESQUISA OPERACIONAL;60;2020;3;4
EVA-3793100;ORGANIZAÇÃO DE COMPUTADORES;70;2020;1;4
EVA-3793100;CÁLCULO DE PROBABILIDADES I;RI;2021;1;4
EVA-3793100;CALCULO II;78;2020;3;4
EVA-3793100;MODELAGEM DE SISTEMAS;83;2020;3;4
EVA-3382139;LABORATÓRIO DE PROGRAMAÇÃO;13  ;2015;3;2
EVA-3382139;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM  ;2015;3;4
EVA-3382139;FUNDAMENTOS DE DESENVOLVIMENTO WEB;72  ;2015;3;4
EVA-3382139;ALGORITMOS;13  ;2015;3;4
EVA-3382139;CÁLCULO I;TM  ;2015;3;4
EVA-3382139;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;65  ;2015;3;4
EVA-3382139;LABORATÓRIO DE PROGRAMAÇÃO;RI;2016;1;2
EVA-3382139;ALGORITMOS;RI;2016;1;4
EVA-3382139;GERÊNCIA DE PROJETOS;70;2016;1;4
EVA-3967415;LABORATÓRIO DE PROGRAMAÇÃO;RI;2022;1;2
EVA-3967415;ALGORITMOS;RI;2021;1;4
EVA-3967415;LABORATÓRIO DE PROGRAMAÇÃO;RI;2021;1;2
EVA-3967415;PESQUISA OPERACIONAL;RI;2021;1;4
EVA-3967415;ECONOMIA;74;2021;3;4
EVA-3967415;ALGORITMOS;RI;2022;1;4
EVA-3967415;CÁLCULO II;65;2021;1;4
EVA-3967415;CÁLCULO DE PROBABILIDADES I;RI;2022;1;4
EVA-3967415;PRINCÍPIOS DE ADMINISTRAÇÃO I;28;2021;1;4
EVA-3967415;LABORATÓRIO DE PROGRAMAÇÃO WEB;7;2021;1;2
EVA-3967415;ÁLGEBRA LINEAR;0;2022;3;4
EVA-3967415;LABORATÓRIO DE PROGRAMAÇÃO;RI;2022;3;2
EVA-3967415;ALGORITMOS;RI;2022;3;4
EVA-3967415;LABORATÓRIO DE PROGRAMAÇÃO;TM;2019;3;2
EVA-3967415;ALGORITMOS;TM;2019;3;4
EVA-3967415;CÁLCULO I;31;2019;3;4
EVA-3967415;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;46;2019;3;4
EVA-3967415;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;3;2019;3;4
EVA-3967415;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;79;2019;3;4
EVA-3967415;INFORMÁTICA E SOCIEDADE;91;2020;1;2
EVA-3967415;ASPECTOS LEGAIS DA INFORMÁTICA;71;2020;1;4
EVA-3967415;CÁLCULO I;68;2020;1;4
EVA-3967415;CALCULO II;24;2020;3;4
EVA-3967415;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;60;2020;1;4
EVA-3967415;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;81;2020;3;4
EVA-3967415;CONTABILIDADE GERAL E INTRODUTORIA;85;2020;3;4
EVA-3967448;LINGUA INGLESA INSTRUMENTAL I;77;2021;1;4
EVA-3967448;MODELAGEM DE SISTEMAS;71;2021;3;4
EVA-3967448;GESTÃO DO CONHECIMENTO;99;2022;1;4
EVA-3967448;CIRCUITOS DIGITAIS;88;2021;1;4
EVA-3967448;CÁLCULO DE PROBABILIDADES I;22;2022;1;4
EVA-3967448;SISTEMAS OPERACIONAIS;TM;2022;3;4
EVA-3967448;LABORATÓRIO DE PROGRAMAÇÃO DE SISTEMAS WEB ;TM;2022;3;4
EVA-3967448;TEORIA DOS GRAFOS;56;2021;3;4
EVA-3967448;ORGANIZAÇÃO DE COMPUTADORES;71;2022;1;4
EVA-3967448;ESTRUTURA DE DADOS II;42;2021;3;4
EVA-3967448;CÁLCULO II;95;2021;3;4
EVA-3967448;LABORATÓRIO DE PROGRAMAÇÃO;73;2019;3;2
EVA-3967448;ALGORITMOS;73;2019;3;4
EVA-3967448;CÁLCULO I;64;2019;3;4
EVA-3967448;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;52;2019;3;4
EVA-3967448;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;18;2019;3;4
EVA-3967448;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;74;2019;3;4
EVA-3967448;LABORATÓRIO DE PROGRAMAÇÃO II;60;2020;1;2
EVA-3967448;ORGANIZAÇÃO DE COMPUTADORES;34;2020;3;4
EVA-3967448;TÓPICOS DE LINGUAGEM PROGRAMAÇÃO I;84;2020;3;4
EVA-3967448;PRINCÍPIOS DE ADMINISTRAÇÃO I;97;2020;1;4
EVA-3967448;INFORMÁTICA E SOCIEDADE;89;2020;3;2
EVA-3967448;ORIENTAÇÃO A OBJETOS;80;2021;1;4
EVA-3967448;ESTRUTURA DE DADOS;60;2020;1;4
EVA-3967448;ASPECTOS LEGAIS DA INFORMÁTICA;25;2021;1;4
EVA-3967448;ECONOMIA;95;2021;1;4
EVA-3967448;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;63;2021;1;4
EVA-3967448;LABORATÓRIO DE PROGRAMAÇÃO WEB;92;2020;1;2
EVA-3967448;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;60;2020;3;4
EVA-3967448;CONTABILIDADE GERAL E INTRODUTORIA;80;2020;3;4
EVA-4171142;CÁLCULO I;TM;2020;3;4
EVA-4171142;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2020;3;4
EVA-4171142;LABORATÓRIO DE PROGRAMAÇÃO;TM;2020;3;2
EVA-4171142;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;TM;2020;3;4
EVA-4171142;ALGORITMOS;TM;2020;3;4
EVA-4171142;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2020;3;4
EVA-4171151;ESTRUTURA DE DADOS;15;2021;3;4
EVA-4171151;ASPECTOS LEGAIS DA INFORMÁTICA;81;2022;1;4
EVA-4171151;ESTRUTURA DE DADOS;11;2022;1;4
EVA-4171151;CÁLCULO I;68;2021;3;4
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO II;11;2022;1;2
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO II;15;2021;3;2
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO WEB;12;2022;1;2
EVA-4171151;CÁLCULO II;TM;2022;1;4
EVA-4171151;PRINCÍPIOS DE ADMINISTRAÇÃO I;57;2022;1;4
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO II;TM;2022;3;2
EVA-4171151;ESTRUTURA DE DADOS;TM;2022;3;4
EVA-4171151;CONTABILIDADE GERAL E INTRODUTORIA;TM;2022;3;4
EVA-4171151;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2021;1;4
EVA-4171151;CÁLCULO I;15;2020;3;4
EVA-4171151;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;67;2020;3;4
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO;67;2020;3;2
EVA-4171151;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;75;2020;3;4
EVA-4171151;ALGORITMOS;67;2020;3;4
EVA-4171151;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;31;2020;3;4
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO WEB;TM;2021;1;2
EVA-4171151;LABORATÓRIO DE PROGRAMAÇÃO II;TM;2021;1;2
EVA-4171151;ESTRUTURA DE DADOS;TM;2021;1;4
EVA-4171166;CÁLCULO I;TM;2020;3;4
EVA-4171166;LABORATÓRIO DE PROGRAMAÇÃO;TM;2020;3;2
EVA-4171166;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;TM;2020;3;4
EVA-4171166;ALGORITMOS;TM;2020;3;4
EVA-4171166;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2020;3;4
EVA-4171166;INTRODUÇÃO AO ESTUDO DAS CIÊNCIAS EXATAS  I;TM;2020;3;8
EVA-4204391;LABORATÓRIO DE PROGRAMAÇÃO;42;2022;1;2
EVA-4204391;ALGORITMOS;42;2022;1;4
EVA-4204391;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;60;2022;1;4
EVA-4204391;CONTABILIDADE GERAL E INTRODUTORIA;TM;2022;1;4
EVA-4204391;ALGORITMOS;TM;2021;3;4
EVA-4204391;LABORATÓRIO DE PROGRAMAÇÃO;TM;2021;3;2
EVA-4204391;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;TM;2021;3;4
EVA-4204391;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2021;3;4
EVA-4204391;CÁLCULO I;TM;2021;3;4
EVA-4204391;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2021;3;4
EVA-4204391;CÁLCULO I;12;2022;1;4
EVA-4204391;PRINCÍPIOS DE ADMINISTRAÇÃO I;80;2022;1;4
EVA-4204391;ORGANIZAÇÃO DE COMPUTADORES;TM;2022;3;4
EVA-4204391;ALGORITMOS;TM;2022;3;4
EVA-4204391;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2022;3;4
EVA-4204391;CONTABILIDADE GERAL E INTRODUTORIA;TM;2022;3;4
EVA-4204391;INFORMÁTICA E SOCIEDADE;TM;2022;3;2
EVA-4204391;LABORATÓRIO DE PROGRAMAÇÃO;TM;2022;3;2
EVA-3793097;TOPICOS EM DESENVOLVIMENTO DE SOFTWARE I;0;2021;1;4
EVA-3793097;CONTABILIDADE GERAL E INTRODUTORIA;RI;2021;3;4
EVA-3793097;ORGANIZAÇÃO DE COMPUTADORES;RI;2021;3;4
EVA-3793097;INTRODUÇÃO AO ESTUDO DAS CIÊNCIAS EXATAS  I;0;2021;1;8
EVA-3793097;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2021;1;2
EVA-3793097;ESTRUTURA DE DADOS;RI;2021;1;4
EVA-3793097;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;RI;2021;3;4
EVA-3793097;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;15;2018;3;4
EVA-3793097;ALGORITMOS;64;2018;3;4
EVA-3793097;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;61;2018;3;4
EVA-3793097;CÁLCULO I;4;2018;3;4
EVA-3793097;LABORATÓRIO DE PROGRAMAÇÃO;65;2018;3;2
EVA-3793097;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2018;3;4
EVA-3793097;PRINCÍPIOS DE ADMINISTRAÇÃO I;97;2019;1;4
EVA-3793097;ESTRUTURA DE DADOS;RI;2019;1;4
EVA-3793097;LABORATÓRIO DE PROGRAMAÇÃO WEB;61;2019;1;2
EVA-3793097;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2019;1;4
EVA-3793097;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2019;1;2
EVA-3793097;LABORATÓRIO DE PROGRAMAÇÃO II;RI;2020;1;2
EVA-3793097;INFORMÁTICA E SOCIEDADE;71;2020;3;2
EVA-3793097;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2020;1;4
EVA-3793097;CÁLCULO I;RI;2020;1;4
EVA-3793097;CÁLCULO I;30;2020;3;4
EVA-3793097;ASPECTOS LEGAIS DA INFORMÁTICA;8;2021;1;4
EVA-3793097;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;42;2020;3;4
EVA-3793097;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;25;2020;3;4
EVA-3793097;ESTRUTURA DE DADOS;RI;2020;1;4
EVA-3482513;ALGORITMOS;0;2016;3;4
EVA-3482513;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2016;3;4
EVA-3482513;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2016;3;4
EVA-3482513;LABORATÓRIO DE PROGRAMAÇÃO;0;2016;3;2
EVA-3482513;CÁLCULO I;0;2016;3;4
EVA-3482513;ALGORITMOS;RI;2018;1;4
EVA-3482513;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;RI;2018;1;4
EVA-3482513;LABORATÓRIO DE PROGRAMAÇÃO;RI;2018;1;2
EVA-3482513;LABORATÓRIO DE PROGRAMAÇÃO;RI;2018;3;2
EVA-3482513;ALGORITMOS;0;2018;3;4
EVA-3482513;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2017;1;4
EVA-3482513;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;RI;2017;1;4
EVA-3482513;CÁLCULO I;TM;2017;1;4
EVA-3482513;PRINCÍPIOS DE ADMINISTRAÇÃO I;RI;2017;1;4
EVA-3482513;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;62;2016;3;4
EVA-3482513;CÁLCULO I;TM;2017;3;4
EVA-3482513;ALGORITMOS;TM;2017;3;4
EVA-3482513;REDES DE COMPUTADORES;TM;2017;1;4
EVA-3482513;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;TM;2017;3;4
EVA-3482513;LABORATÓRIO DE PROGRAMAÇÃO;TM;2017;3;2
EVA-3206327;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;55  ;2014;3;4
EVA-3206327;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;19  ;2014;3;4
EVA-3206327;ALGORITMOS;91  ;2014;3;4
EVA-3206327;FUNDAMENTOS DE DESENVOLVIMENTO WEB;84  ;2014;3;4
EVA-3206327;LABORATÓRIO DE PROGRAMAÇÃO;91  ;2014;3;2
EVA-3206327;CÁLCULO I;40  ;2014;3;4
EVA-3206327;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;64  ;2015;1;4
EVA-3206327;ESTRUTURA DE DADOS;77  ;2015;1;4
EVA-3206327;CÁLCULO I;21  ;2015;3;4
EVA-3206327;CIRCUITOS DIGITAIS;29  ;2015;3;4
EVA-3206327;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;13  ;2015;3;4
EVA-3206327;ORIENTAÇÃO A OBJETOS;89  ;2015;3;4
EVA-3206327;SEMINÁRIO EM COMPUTAÇÃO VIII;RI;2015;3;2
EVA-3206327;CÁLCULO I;31  ;2015;1;4
EVA-3206327;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;70  ;2015;1;4
EVA-3206327;ASPECTOS LEGAIS DA INFORMÁTICA;42  ;2015;1;4
EVA-3206327;LABORATÓRIO DE PROGRAMAÇÃO II;77  ;2015;1;2
EVA-3206327;ESTRUTURA DE DADOS II;63  ;2015;3;4
EVA-3206327;CONTABILIDADE GERAL E INTRODUTORIA;81  ;2015;3;4
EVA-3206327;PRINCÍPIOS DE ADMINISTRAÇÃO I;RI;2016;1;4
EVA-3206327;ORGANIZAÇÃO DE COMPUTADORES;RI;2016;1;4
EVA-3206327;REDES DE COMPUTADORES;60;2016;1;4
EVA-3206327;ENGENHARIA DE SOFTWARE;TM;2016;3;4
EVA-3206327;MODELAGEM DE SISTEMAS;70;2016;1;4
EVA-3206327;SEMINARIO EM COMPUTACAO I;TM;2016;1;2
EVA-3206327;ASPECTOS LEGAIS DA INFORMÁTICA;RI;2016;1;4
EVA-3206327;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;TM;2016;3;4
EVA-3206327;SISTEMAS OPERACIONAIS;TM;2016;3;4
EVA-3206327;BANCO DE DADOS;TM;2016;3;4
EVA-3206327;CÁLCULO I;TM;2016;3;4
EVA-3206327;ASPECTOS LEGAIS DA INFORMÁTICA;TM;2017;1;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO;DISP;2013;3;2
EVA-1858082;FUNDAMENTOS DE DESENVOLVIMENTO WEB;DISP;2013;3;4
EVA-1858082;CÁLCULO I;DISP;2013;3;4
EVA-1858082;ESTRUTURA DE DADOS II;DISP;2013;3;4
EVA-1858082;ALGORITMOS;DISP;2013;3;4
EVA-1858082;LÓGICA E FUNDAMENTOS PARA A COMPUTAÇÃO ;DISP;2013;3;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO III;DISP;2013;3;4
EVA-1858082;REDES DE COMPUTADORES;70  ;2012;1;4
EVA-1858082;ORIENTAÇÃO A OBJETOS;71  ;2008;1;4
EVA-1858082;LINGUA INGLESA INSTRUMENTAL II;86  ;2008;3;4
EVA-1858082;LINGUA INGLESA INSTRUMENTAL III;89  ;2009;1;4
EVA-1858082;INFORMÁTICA E SOCIEDADE;68;2013;1;2
EVA-1858082;ORGANIZAÇÃO DE COMPUTADORES;78;2013;1;4
EVA-1858082;ESTRUTURA DE DADOS;78  ;2008;1;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO II;79  ;2008;1;2
EVA-1858082;LINGUA INGLESA INSTRUMENTAL I;78  ;2008;1;4
EVA-1858082;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;72  ;2012;3;4
EVA-1858082;ASPECTOS LEGAIS DA INFORMÁTICA;76  ;2012;3;4
EVA-1858082;CÁLCULO II;80  ;2012;3;4
EVA-1858082;SISTEMAS OPERACIONAIS;73;2013;1;4
EVA-1858082;MODELAGEM DE SISTEMAS;82;2013;1;4
EVA-1858082;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;TM  ;2013;3;4
EVA-1858082;INTERFACE HUMANO-COMPUTADOR;82  ;2013;3;4
EVA-1858082;ENGENHARIA DE SOFTWARE;73  ;2013;3;4
EVA-1858082;GERÊNCIA DE PROJETOS;77  ;2014;1;4
EVA-1858082;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;RI  ;2014;1;4
EVA-1858082;ASPECTOS AVANÇADOS EM ENGENHARIA DE SOFTWARE;71  ;2014;1;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO IV;90  ;2014;1;4
EVA-1858082;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;45  ;2014;1;4
EVA-1858082;LABORATÓRIO DE APLICAÇÕES DE REDES DE COMPUTADORES;100 ;2014;3;2
EVA-1858082;SISTEMAS DE APOIO À DECISÃO;84  ;2014;3;4
EVA-1858082;EMPREENDIMENTOS EM INFORMATICA;95  ;2014;3;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO V;0   ;2014;3;2
EVA-1858082;SEGURANÇA E AUDITORIA DE SISTEMAS;79  ;2014;3;4
EVA-1858082;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;DISP;2013;3;4
EVA-1858082;BANCO DE DADOS;62  ;2012;3;4
EVA-1858082;FRANCÊS INSTRUMENTAL I;94  ;2011;1;4
EVA-1858082;ITALIANO INSTRUMENTAL I;88  ;2011;1;4
EVA-1858082;PRINCÍPIOS DE ADMINISTRAÇÃO I;90  ;2015;1;4
EVA-1858082;MODELAGEM DE NEGÓCIO;RI;2015;3;4
EVA-1858082;ASPECTOS AVANÇADOS EM BANCO DE DADOS;80  ;2015;3;4
EVA-1858082;TÓPICOS EM INTELIGÊNCIA COMPUTACIONAL II;RI  ;2015;3;4
EVA-1858082;SEMINÁRIO EM COMPUTAÇÃO VIII;RI;2015;3;2
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO VI;RI;2015;3;2
EVA-1858082;CÁLCULO DE PROBABILIDADES I;24  ;2015;1;4
EVA-1858082;ASPECTOS ORGANIZACIONAIS DE SISTEMAS DE INFORMAÇÃO;79  ;2015;1;4
EVA-1858082;CONTABILIDADE GERAL E INTRODUTORIA;84  ;2015;1;4
EVA-1858082;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;RI;2015;1;4
EVA-1858082;LABORATÓRIO DE PROGRAMAÇÃO V;27  ;2015;3;2
EVA-1858082;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;20;2016;1;4
EVA-1858082;SISTEMAS DISTRIBUÍDOS;RI;2018;1;4
EVA-1858082;SEMINARIO EM COMPUTACAO VII;RI;2018;1;2
EVA-1858082;SEMINARIO EM COMPUTACAO VI;RI;2018;3;2
EVA-1858082;SEGURANÇA EM SISTEMAS DE COMPUTAÇÃO;RI;2018;3;4
EVA-1858082;METODOLOGIA CIENTÍFICA EM COMPUTAÇÃO;RI;2016;3;4
EVA-1858082;SEMINARIO EM COMPUTACAO I;RI;2017;3;2
EVA-1858082;ASPECTOS TEÓRICOS DA COMPUTAÇÃO;RI;2019;1;4
EVA-1858082;SEMINARIO EM COMPUTACAO VI;RI;2019;3;2
EVA-1858082;TOPICOS EM REDES E PROCESSAMENTO DISTRIBUIDO I;RI;2019;1;4
EVA-1858082;CÁLCULO DE PROBABILIDADES I;0;2019;3;4
EVA-3412673;LABORATÓRIO DE PROGRAMAÇÃO;21  ;2015;3;2
EVA-3412673;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;17  ;2015;3;4
EVA-3412673;FUNDAMENTOS DE DESENVOLVIMENTO WEB;29;2015;3;4
EVA-3412673;ALGORITMOS;21  ;2015;3;4
EVA-3412673;CÁLCULO I;44  ;2015;3;4
EVA-3412673;INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO;RI  ;2015;3;4
EVA-3412673;GEOMETRIA ANALÍTICA E SISTEMAS LINEARES;11;2016;1;4
EVA-3412673;CÁLCULO I;TM;2016;1;4
EVA-1865285;ALGORITMOS;RI;2021;1;4
EVA-1865285;LABORATÓRIO DE PROGRAMAÇÃO;RI;2022;1;2
